metric,domain_a,domain_b,threshold,top_k,layer,layer_ordinal,intersection,overlap_fraction,jaccard_similarity
functional_contribution,math,reasoning,0.25,16,12,12,11,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.25,16,13,13,9,0.5625,0.391304347826087
functional_contribution,math,reasoning,0.25,16,14,14,11,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.25,16,15,15,12,0.75,0.6
functional_contribution,math,reasoning,0.25,16,average,average,9.5,0.59375,0.4281724073028421
functional_contribution,math,reasoning,0.5,32,0,0,22,0.6875,0.5238095238095238
functional_contribution,math,reasoning,0.5,32,1,1,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,2,2,23,0.71875,0.5609756097560976
functional_contribution,math,reasoning,0.5,32,3,3,25,0.78125,0.6410256410256411
functional_contribution,math,reasoning,0.5,32,4,4,25,0.78125,0.6410256410256411
functional_contribution,math,reasoning,0.5,32,5,5,20,0.625,0.45454545454545453
functional_contribution,math,reasoning,0.5,32,6,6,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,7,7,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,8,8,27,0.84375,0.7297297297297297
functional_contribution,math,reasoning,0.5,32,9,9,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,10,10,27,0.84375,0.7297297297297297
functional_contribution,math,reasoning,0.5,32,11,11,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,12,12,25,0.78125,0.6410256410256411
functional_contribution,math,reasoning,0.5,32,13,13,26,0.8125,0.6842105263157895
functional_contribution,math,reasoning,0.5,32,14,14,23,0.71875,0.5609756097560976
functional_contribution,math,reasoning,0.5,32,15,15,27,0.84375,0.7297297297297297
functional_contribution,math,reasoning,0.5,32,average,average,25.0,0.78125,0.6448647167517514
functional_contribution,coding,reasoning,0.1,7,0,0,3,0.42857142857142855,0.2727272727272727
functional_contribution,coding,reasoning,0.1,7,1,1,5,0.7142857142857143,0.5555555555555556
functional_contribution,coding,reasoning,0.1,7,2,2,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,3,3,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,4,4,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,5,5,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,6,6,3,0.42857142857142855,0.2727272727272727
functional_contribution,coding,reasoning,0.1,7,7,7,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,8,8,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,9,9,4,0.5714285714285714,0.4
functional_contribution,coding,reasoning,0.1,7,10,10,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,11,11,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,12,12,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,13,13,2,0.2857142857142857,0.16666666666666666
functional_contribution,coding,reasoning,0.1,7,14,14,1,0.14285714285714285,0.07692307692307693
functional_contribution,coding,reasoning,0.1,7,15,15,3,0.42857142857142855,0.2727272727272727
functional_contribution,coding,reasoning,0.1,7,average,average,2.1875,0.3125,0.1973970473970474
functional_contribution,coding,reasoning,0.25,16,0,0,9,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.25,16,1,1,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,2,2,7,0.4375,0.28
functional_contribution,coding,reasoning,0.25,16,3,3,7,0.4375,0.28
functional_contribution,coding,reasoning,0.25,16,4,4,7,0.4375,0.28
functional_contribution,coding,reasoning,0.25,16,5,5,6,0.375,0.23076923076923078
functional_contribution,coding,reasoning,0.25,16,6,6,10,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.25,16,7,7,7,0.4375,0.28
functional_contribution,coding,reasoning,0.25,16,8,8,9,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.25,16,9,9,9,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.25,16,10,10,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,11,11,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,12,12,8,0.5,0.3333333333333333
functional_contribution,coding,reasoning,0.25,16,13,13,6,0.375,0.23076923076923078
functional_contribution,coding,reasoning,0.25,16,14,14,6,0.375,0.23076923076923078
functional_contribution,coding,reasoning,0.25,16,15,15,7,0.4375,0.28
functional_contribution,coding,reasoning,0.25,16,average,average,7.625,0.4765625,0.3158812202290463
functional_contribution,coding,reasoning,0.5,32,0,0,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,1,1,22,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.5,32,2,2,20,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.5,32,3,3,22,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.5,32,4,4,22,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.5,32,5,5,20,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.5,32,6,6,23,0.71875,0.5609756097560976
functional_contribution,coding,reasoning,0.5,32,7,7,22,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.5,32,8,8,22,0.6875,0.5238095238095238
functional_contribution,coding,reasoning,0.5,32,9,9,20,0.625,0.45454545454545453
functional_contribution,coding,reasoning,0.5,32,10,10,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,11,11,23,0.71875,0.5609756097560976
functional_contribution,coding,reasoning,0.5,32,12,12,21,0.65625,0.4883720930232558
functional_contribution,coding,reasoning,0.5,32,13,13,18,0.5625,0.391304347826087
functional_contribution,coding,reasoning,0.5,32,14,14,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,15,15,19,0.59375,0.4222222222222222
functional_contribution,coding,reasoning,0.5,32,average,average,20.6875,0.646484375,0.47957503324590056
